country_iso_code,country_name,agricultural_census_decade,agricultural_census_year,total_area_ha,number_of_properties,farm_size_lower_limit,farm_size_upper_limit
850,United States Virgin Islands,1990,1987,494.0,7,50,100
850,United States Virgin Islands,1990,1987,766.0,5,100,200
850,United States Virgin Islands,1990,1987,4498.0,6,200,500
850,United States Virgin Islands,2000,2002,69.0,95,1,2
850,United States Virgin Islands,2000,2002,128.0,43,2,5
850,United States Virgin Islands,2000,2002,173.0,24,5,10
850,United States Virgin Islands,2000,2002,90.0,7,10,20
850,United States Virgin Islands,2000,2002,451.0,14,20,50
850,United States Virgin Islands,2000,2002,439.0,6,50,100
850,United States Virgin Islands,2000,2002,2360.0,2,100,200
850,United States Virgin Islands,2010,2007,38.0,64,0,1
850,United States Virgin Islands,2010,2007,54.0,43,1,2
850,United States Virgin Islands,2010,2007,50.0,26,2,3
850,United States Virgin Islands,2010,2007,50.0,19,3,4
850,United States Virgin Islands,2010,2007,53.0,10,4,5
850,United States Virgin Islands,2010,2007,161.0,26,5,10
850,United States Virgin Islands,2010,2007,123.0,11,10,20
850,United States Virgin Islands,2010,2007,1848.0,20,20,50
850,United States Virgin Islands,2020,2018,104.0,215,0,1
850,United States Virgin Islands,2020,2018,128.0,103,1,2
850,United States Virgin Islands,2020,2018,118.0,57,2,3
850,United States Virgin Islands,2020,2018,116.0,41,3,4
850,United States Virgin Islands,2020,2018,117.0,21,4,5
850,United States Virgin Islands,2020,2018,401.0,58,5,10
850,United States Virgin Islands,2020,2018,402.0,33,10,20
850,United States Virgin Islands,2020,2018,573.0,23,20,50
850,United States Virgin Islands,2020,2018,374.0,6,50,100
850,United States Virgin Islands,2020,2018,828.0,6,100,200
850,United States Virgin Islands,2020,2018,10.0,2,200,500
840,United States of America,1990,1987,424401.0,222077,2,5
840,United States of America,1990,1987,1094014.0,157220,5,10
840,United States of America,1990,1987,3159370.0,212970,10,20
840,United States of America,1990,1987,14100582.0,429141,20,50
840,United States of America,1990,1987,27393780.0,384448,50,100
840,United States of America,1990,1987,43556049.0,308593,100,200
840,United States of America,1990,1987,73764941.0,243667,200,500
840,United States of America,1990,1987,226818480.0,129643,500,1000
840,United States of America,2000,2002,540430.0,228527,2,5
840,United States of America,2000,2002,1446884.0,211864,5,10
840,United States of America,2000,2002,4214923.0,297944,10,20
840,United States of America,2000,2002,14879051.0,459660,20,50
840,United States of America,2000,2002,24204526.0,344141,50,100
840,United States of America,2000,2002,34303773.0,244952,100,200
840,United States of America,2000,2002,62327929.0,201981,200,500
840,United States of America,2000,2002,237794635.0,139913,500,1000
840,United States of America,2010,2012,31134.0,17260,0,1
840,United States of America,2010,2012,92023.0,51015,1,2
840,United States of America,2010,2012,129021.0,71525,2,3
840,United States of America,2010,2012,151226.0,83835,3,4
840,United States of America,2010,2012,366112.0,35305,4,5
840,United States of America,2010,2012,1984145.0,191335,5,10
840,United States of America,2010,2012,3763380.0,362910,10,20
840,United States of America,2010,2012,14863125.0,447345,20,50
840,United States of America,2010,2012,22104659.0,317124,50,100
840,United States of America,2010,2012,29868415.0,212850,100,200
840,United States of America,2010,2012,59027951.0,178783,200,500
840,United States of America,2010,2012,237715022.0,140018,500,1000
840,United States of America,2020,2017,149852.0,77662,0,1
840,United States of America,2020,2017,141461.0,73313,1,2
840,United States of America,2020,2017,124461.0,64503,2,3
840,United States of America,2020,2017,111620.0,57848,3,4
840,United States of America,2020,2017,563926.0,54894,4,5
840,United States of America,2020,2017,2276869.0,221638,5,10
840,United States of America,2020,2017,3148321.0,306468,10,20
840,United States of America,2020,2017,13214609.0,396360,20,50
840,United States of America,2020,2017,19673856.0,282652,50,100
840,United States of America,2020,2017,27866144.0,197973,100,200
840,United States of America,2020,2017,53782142.0,164390,200,500
840,United States of America,2020,2017,51776319.0,74815,500,1000
840,United States of America,2020,2017,71768544.0,47449,1000,2500
858,Uruguay,2000,2000,16516.0,6260,2,5
858,Uruguay,2000,2000,47611.0,7086,5,10
858,Uruguay,2000,2000,97841.0,7118,10,20
858,Uruguay,2000,2000,285254.0,8934,20,50
858,Uruguay,2000,2000,472928.0,6647,50,100
858,Uruguay,2000,2000,910286.0,6382,100,200
858,Uruguay,2000,2000,2162836.0,6783,200,500
858,Uruguay,2000,2000,2725637.0,3887,500,1000
858,Uruguay,2010,2011,3051.0,1082,0,1
858,Uruguay,2010,2011,2172.0,770,1,2
858,Uruguay,2010,2011,1770.0,628,2,3
858,Uruguay,2010,2011,1523.0,540,3,4
858,Uruguay,2010,2011,6771.0,1003,4,5
858,Uruguay,2010,2011,30015.0,3821,5,10
858,Uruguay,2010,2011,69005.0,4569,10,20
858,Uruguay,2010,2011,222629.0,6721,20,50
858,Uruguay,2010,2011,407948.0,5644,50,100
858,Uruguay,2010,2011,796272.0,5527,100,200
858,Uruguay,2010,2011,2086335.0,6472,200,500
858,Uruguay,2010,2011,2702692.0,3839,500,1000
858,Uruguay,2010,2011,4503499.0,2973,1000,2500
862,Venezuela (Bolivarian Republic of),2000,1996,20777.0,42758,0,1
862,Venezuela (Bolivarian Republic of),2000,1996,83678.0,70663,1,2
862,Venezuela (Bolivarian Republic of),2000,1996,373464.0,128821,2,5
862,Venezuela (Bolivarian Republic of),2000,1996,481418.0,75282,5,10
862,Venezuela (Bolivarian Republic of),2000,1996,748337.0,59354,10,20
862,Venezuela (Bolivarian Republic of),2000,1996,1516983.0,51659,20,50
862,Venezuela (Bolivarian Republic of),2000,1996,1810573.0,27318,50,100
862,Venezuela (Bolivarian Republic of),2000,1996,2442875.0,18565,100,200
862,Venezuela (Bolivarian Republic of),2000,1996,4636937.0,15587,200,500
862,Venezuela (Bolivarian Republic of),2000,1996,3989406.0,6027,500,1000
862,Venezuela (Bolivarian Republic of),2010,2008,12221.0,26733,0,1
862,Venezuela (Bolivarian Republic of),2010,2008,60020.0,52900,1,2
862,Venezuela (Bolivarian Republic of),2010,2008,117732.0,40994,2,3
862,Venezuela (Bolivarian Republic of),2010,2008,92243.0,32119,3,4
862,Venezuela (Bolivarian Republic of),2010,2008,76473.0,26628,4,5
862,Venezuela (Bolivarian Republic of),2010,2008,402565.0,63032,5,10
862,Venezuela (Bolivarian Republic of),2010,2008,683365.0,53414,10,20
862,Venezuela (Bolivarian Republic of),2010,2008,1594533.0,53287,20,50
862,Venezuela (Bolivarian Republic of),2010,2008,1949056.0,29259,50,100
862,Venezuela (Bolivarian Republic of),2010,2008,2623611.0,19988,100,200
862,Venezuela (Bolivarian Republic of),2010,2008,4666458.0,15994,200,500
862,Venezuela (Bolivarian Republic of),2010,2008,3837223.0,5890,500,1000
862,Venezuela (Bolivarian Republic of),2010,2008,4215279.0,2917,1000,2500
704,Viet Nam,2010,2011,2436762.0,7303801,0,1
704,Viet Nam,2010,2011,1506374.0,1127828,1,2
704,Viet Nam,2010,2011,673072.0,242569,2,3
704,Viet Nam,2010,2011,560093.0,201853,3,4
704,Viet Nam,2010,2011,482524.0,173897,4,5
704,Viet Nam,2010,2011,460996.0,74098,5,10
704,Viet Nam,2010,2011,115022.0,9459,10,20
704,Viet Nam,2010,2011,46608.0,1739,20,50
704,Viet Nam,2010,2011,29755.0,423,50,100
704,Viet Nam,2010,2011,33768.0,233,100,200
704,Viet Nam,2010,2011,124725.0,390,200,500
704,Viet Nam,2010,2011,62812.0,95,500,1000
704,Viet Nam,2010,2011,319331.0,92,1000,2500
887,Yemen,2000,2003,250259.0,865733,0,1
887,Yemen,2000,2003,168357.0,124052,1,2
887,Yemen,2000,2003,287761.0,107170,2,5
887,Yemen,2000,2003,903109.0,83150,5,10
